Project Name,Author,Date,Message,Repo Path,Project Age (Years),Total Commits,Sentiment,Negative Commit Percentage
activist,Tessa,2024-01-08 03:43:09+00:00,initial setup for the modal share page component,https://github.com/activist-org/activist,4.0657084188911705,26,neutral,3.8461538461538463
activist,Tanya Kharitonovich,2024-01-21 16:53:07+00:00,refactor: remove reuse code from `SidebarLeftFooter`,https://github.com/activist-org/activist,4.0657084188911705,22,neutral,0.0
activist,lucianmurmurache,2024-02-15 11:36:07+00:00,chore: add i18n head plugin,https://github.com/activist-org/activist,4.0657084188911705,51,neutral,1.96078431372549
activist,github-actions[bot],2024-05-21 18:02:05+00:00,"### Summary of Changes

#### GitHub Actions Workflow

- **Modified Workflow**:
  - Added a step to check Docker container logs.
  - Enhanced the  step with retry logic:
    - Attempts up to 3 times.
    - Waits for 30 seconds on each attempt.
    - Exits with failure message after 3 unsuccessful attempts.

#### Configuration and Dependencies

- **Frontend**:
  - Added  file to ignore engines check.
  - Updated  dependencies and devDependencies:
    - Upgraded  to .
    - Upgraded  to .
    - Removed  dependency.
    - Added resolutions for  to .

#### Components

- **BtnRoadMap.vue**:
  - Added  to the NuxtLink.

- **BtnRouteExternal.vue and BtnRouteInternal.vue**:
  - Added dynamic ID binding .

- **DropdownLanguage.vue and DropdownTheme.vue**:
  - Added class attributes for  and .

- **HeaderWebsite.vue**:
  - Added  to the header.
  - Added IDs for mobile and desktop headers.
  - Added IDs for  components.

- **LandingContent.vue**:
  - Added dynamic button IDs.

- **LogoActivist.vue**:
  - Added  class.

- **SidebarRightHamburger.vue**:
  - Added  to the button.

#### Playwright Configuration

- **playwright.config.ts**:
  - Added screenshot settings for  and .
  - Removed comments and unused configurations.

#### Component Objects

- **BaseComponent.ts**:
  - Added locator handling with  and  methods.

- **HeaderWebsite.ts**:
  - New file created for handling header-specific components and interactions.

- **BasePage.ts**:
  - Enhanced base page with locator handling.
  - Added methods for viewport detection and URL waiting.

- **LandingPage.ts**:
  - Added component object for the landing page, integrating  for header interactions.
  - Updated locators for buttons and links.

#### Tests

- **landing-page.spec.ts**:
  - Added tests for header visibility, roadmap navigation, and Get In Touch button functionality.
  - Updated accessibility and link visibility tests.

#### Type Definitions

- **btn-props.d.ts**:
  - Added optional uid=501(aasim) gid=20(staff) groups=20(staff),12(everyone),61(localaccounts),79(_appserverusr),80(admin),81(_appserveradm),98(_lpadmin),101(access_bpf),33(_appstore),100(_lpoperator),204(_developer),250(_analyticsusers),395(com.apple.access_ftp),398(com.apple.access_screensharing),399(com.apple.access_ssh),400(com.apple.access_remote_ae),333(piavpn),701(com.apple.sharepoint.group.1) property to .

#### Yarn Lock

- **yarn.lock**:
  - Updated package versions to match new dependencies in .",https://github.com/activist-org/activist,4.0657084188911705,40,neutral,5.0
activist,cquinn540,2024-10-30 19:35:31+00:00,docs: add yarn version to dev set up docs,https://github.com/activist-org/activist,4.0657084188911705,49,neutral,24.489795918367346
ansible,Michael DeHaan,2012-02-23 19:17:24+00:00,Genesis.,https://github.com/ansible/ansible,13.040383299110198,5108,neutral,8.007047768206736
ansible,Seth Vidal,2012-02-24 23:13:11+00:00,add support to prompt for ssh password on the cli,https://github.com/ansible/ansible,13.040383299110198,117,neutral,11.965811965811966
ansible,Tim Bielawa,2012-02-25 01:07:49+00:00,Fix tbielawa email in AUTHORS file,https://github.com/ansible/ansible,13.040383299110198,97,neutral,11.34020618556701
ansible,Stephen Fromm,2012-03-22 18:21:41+00:00,"Add user module to create, modify, and delete user accounts

This relies on useradd, usermod, and userdel utilities on the system.
The argument name is required; if state is not provided, present is
assumed.  Other options supported for creating or modifying an existing
account:  uid, gid, comment, home, shell, and password.  If managing the
password, it must already be encrypted.  When creating an account, you
can also provide the argument createhome to control whether the home
directory is created.  Arguments supported for deleting an account are:
force (remove account even if user is logged in) and remove (remove home
directory).",https://github.com/ansible/ansible,13.040383299110198,166,neutral,7.228915662650602
ansible,Jeroen Hoekx,2012-03-26 08:30:48+00:00,Playbook: create one task per include instead of per argument.,https://github.com/ansible/ansible,13.040383299110198,79,neutral,11.39240506329114
ansible,Matthew Williams,2012-03-26 19:49:13+00:00,preliminary apt module,https://github.com/ansible/ansible,13.040383299110198,24,neutral,8.333333333333332
ansible,Dag Wieers,2012-04-17 13:06:12+00:00,Fix small typo,https://github.com/ansible/ansible,13.040383299110198,1087,negative,14.167433302667892
ansible,Michel Blanc,2012-04-19 13:30:26+00:00,"Adds ArchLinux build file

Adds PKGBUILD file required to build Arch Linux packages",https://github.com/ansible/ansible,13.040383299110198,39,neutral,10.256410256410255
ansible,Peter Sankauskas,2012-05-02 16:50:20+00:00,Adding a missing '~' to use the user's home directory instead of the root file system for the module arguments,https://github.com/ansible/ansible,13.040383299110198,22,neutral,22.727272727272727
ansible,Daniel Hokka Zakrisson,2012-06-07 23:32:56+00:00,Expand vars_files identically for lists and non-lists,https://github.com/ansible/ansible,13.040383299110198,329,neutral,10.94224924012158
ansible,Timothy Appnel,2012-06-11 22:07:44+00:00,Most constants can be overriden with environment variables. Reserved doing anything with the connection options for further review.,https://github.com/ansible/ansible,13.040383299110198,42,neutral,9.523809523809524
ansible,Lorin Hochstein,2012-07-10 17:39:52+00:00,Missing a colon in a YAML example.,https://github.com/ansible/ansible,13.040383299110198,96,negative,18.75
ansible,Mark Theunissen,2012-07-13 22:07:23+00:00,The MySQL modules,https://github.com/ansible/ansible,13.040383299110198,22,neutral,13.636363636363637
ansible,Jan-Piet Mens,2012-07-21 11:34:42+00:00,"new module: get_url
	get module (with new module-magic-code!)
	Usage: ansible -m get -a ""url=http://xxxxxxx  dest=fileordirctory""
	all cleanups as per @mpdehaan's suggestions
	add daisychain
	added example playbook (get_url.yml) with URLencode example",https://github.com/ansible/ansible,13.040383299110198,102,neutral,8.823529411764707
ansible,willthames,2012-07-30 03:18:28+00:00,"env-setup no longer needs to be run from the ansible directory, it can be run from anywhere
env-setup now takes a -q argument to run in quiet mode",https://github.com/ansible/ansible,13.040383299110198,41,neutral,17.073170731707318
ansible,Will Thames,2012-07-30 11:35:24+00:00,readlink -f does not work on OS X. Replaced with a python solution,https://github.com/ansible/ansible,13.040383299110198,286,negative,13.636363636363637
ansible,Marco Vito Moscaritolo,2012-08-28 19:56:16+00:00,Added basic support for OpenStack inventory support. Tested only with RackSpace. Require python-novaclient to work.,https://github.com/ansible/ansible,13.040383299110198,29,neutral,6.896551724137931
ansible,Brian Coca,2012-08-29 13:46:05+00:00,"- Makefile now works with freebsd (date command options are diff)
date still issues warning and ignores TZ

- Updated tests to work inside bsd jails (127 addresses are an issue)
Signed-off-by: Brian Coca <briancoca+ansible@gmail.com>",https://github.com/ansible/ansible,13.040383299110198,4437,neutral,9.375704304710393
ansible,Nigel Metheringham,2012-09-10 10:51:16+00:00,Typo fix for assemble module,https://github.com/ansible/ansible,13.040383299110198,24,neutral,12.5
ansible,Serge van Ginderachter,2012-10-10 17:38:30+00:00,fix missing --limit in docssite examples,https://github.com/ansible/ansible,13.040383299110198,120,negative,9.166666666666666
ansible,Patrik Lundin,2012-11-23 20:03:17+00:00,"Refactor module to use subclasses like user module.

* Basically the moving parts from the original service module arranged in
  subclasses.
* General structure and helper methods comes from the user module.
* Less forgiving to unsupported platforms: it requires a subclass per platform.
  (This makes it easier to work on one platform without having to think about.
  what other platform might be affected in unexpected ways).
* Now has basic OpenBSD support.
* Solaris support needs to be added.

Thanks to @dhozac for general advice and Linux testing.
Thanks to @bcoca for clearing up some FreeBSD questions.",https://github.com/ansible/ansible,13.040383299110198,46,neutral,19.565217391304348
ansible,Tim Gerla,2013-01-20 21:16:29+00:00,Expand ~ shell shortcuts for the --private-key argument,https://github.com/ansible/ansible,13.040383299110198,39,neutral,12.82051282051282
ansible,Jimmy Tang,2013-02-01 16:51:20+00:00,Add macports packaging - points to git repo and devel branch instead of releases,https://github.com/ansible/ansible,13.040383299110198,23,neutral,13.043478260869565
ansible,Stoned Elipot,2013-02-06 13:47:21+00:00,For ansible --list-hosts benefit apply hosts selection limits early,https://github.com/ansible/ansible,13.040383299110198,49,neutral,10.20408163265306
ansible,Chris Hoffman,2013-02-09 16:55:23+00:00,Adding rabbitmq modules,https://github.com/ansible/ansible,13.040383299110198,27,neutral,11.11111111111111
ansible,Johan Wirén,2013-02-14 13:16:08+00:00,Added zfs module,https://github.com/ansible/ansible,13.040383299110198,21,neutral,9.523809523809524
ansible,lwade,2013-02-14 14:18:35+00:00,Adding a simple EC2 volume module for creation and attach,https://github.com/ansible/ansible,13.040383299110198,21,neutral,0.0
ansible,James Martin,2013-02-16 18:32:48+00:00,Support for amazon linux distribution facts.,https://github.com/ansible/ansible,13.040383299110198,38,neutral,10.526315789473683
ansible,Maykel Moya,2013-02-20 19:52:45+00:00,"Prevent traceback when /etc/mtab is not available

* get_file_contents returns None when file is not available.
  When /etc/mtab is pointing to /proc/mounts and /proc is not
  mounted, mtab.split will traceback.",https://github.com/ansible/ansible,13.040383299110198,39,neutral,20.51282051282051
ansible,Till Maas,2013-02-22 12:25:34+00:00,"mysql_db/user: Use password for my.cnf

According to the MySQL docs[0] the password should be stored after
'password=' instead of 'pass='.

[0] http://dev.mysql.com/doc/refman/5.1/en/password-security-user.html",https://github.com/ansible/ansible,13.040383299110198,22,neutral,18.181818181818183
ansible,Jesse Keating,2013-03-31 06:04:07+00:00,"Initial commit of rax library

This library provides functionality for the Rackspace Public Cloud by
way of the official pyrax SDK (https://github.com/rackspace/pyrax). At
this time only the cloudservers service is functional. Instances can be
created or deleted. Idempotency is provided on matching instances with
the same name, flavor, image, and metadata values within a given
region.

pyrax usage does require a credentials file written out to hold username
and API key.  See pyrax documentation for details
(https://github.com/rackspace/pyrax/blob/master/docs/pyrax_doc.md)",https://github.com/ansible/ansible,13.040383299110198,41,neutral,29.268292682926827
ansible,James Cammarata,2013-05-05 16:05:32+00:00,"BUGFIX - --start-at-task= works only with --step

From issue #2820, --start-at-task does not actually run tasks
unless --step is specified. This appears to be because skip_task
is being evaluated as True in PlayBook._run_task(). This patch
ensures skip_task is set to False in the callback.",https://github.com/ansible/ansible,13.040383299110198,2822,neutral,8.646350106307583
ansible,Michael Vogt,2013-05-10 18:32:33+00:00,"add ""no_log=True to copy:content",https://github.com/ansible/ansible,13.040383299110198,21,neutral,14.285714285714285
ansible,Bruce Pennypacker,2013-05-21 17:59:42+00:00,Fixed handling of urlopen result to work properly under both python 2.4 and python 2.6,https://github.com/ansible/ansible,13.040383299110198,41,positive,9.75609756097561
ansible,Dylan Silva,2013-05-27 18:55:29+00:00,Pagerduty and Pingdom modules for core,https://github.com/ansible/ansible,13.040383299110198,25,neutral,8.0
ansible,Adam Miller,2013-05-29 22:14:20+00:00,fix ambiguous use of automatically automatic in Roles docs,https://github.com/ansible/ansible,13.040383299110198,134,neutral,2.985074626865672
ansible,Joshua Lund,2013-06-05 05:28:28+00:00,"* Added a sha256 method to module_common
* Added a sha256sum parameter to the get_url module to enable
cryptographic verification of downloaded files
* Fixed a few typos in the documentation",https://github.com/ansible/ansible,13.040383299110198,23,neutral,4.3478260869565215
ansible,James Laska,2013-06-06 19:00:38+00:00,"Add RHN subscription_manager module

The subscription_manager module acts as a wrapper to the command
'subscription-manager'.  The subscription-manager utility allows users
to manage RHN registration, subscription and yum repositories from the
Red Hat Entitlement platform.

Currently, this module supports the following sub-commands:
 * config
 * [un]register
 * subscribe",https://github.com/ansible/ansible,13.040383299110198,59,neutral,8.47457627118644
ansible,Chris Church,2013-06-09 16:17:57+00:00,Set current play/task to None for callback context when finished running the current play/task.,https://github.com/ansible/ansible,13.040383299110198,132,neutral,4.545454545454546
ansible,Peter Sprygada,2013-06-27 02:59:23+00:00,initial arista module import,https://github.com/ansible/ansible,13.040383299110198,782,neutral,8.951406649616368
ansible,Michael Scherer,2013-08-03 22:03:50+00:00,Add urpmi as a package manager for mandriva-based distribution,https://github.com/ansible/ansible,13.040383299110198,426,neutral,26.291079812206576
ansible,Abhijit Menon-Sen,2013-08-08 16:07:33+00:00,Add a nocolor setting to ansible.cfg,https://github.com/ansible/ansible,13.040383299110198,183,neutral,21.311475409836063
ansible,René Moser,2013-08-10 11:04:56+00:00,implemented 'inventory_file' variable. Closes GH-3789.,https://github.com/ansible/ansible,13.040383299110198,399,neutral,12.030075187969924
ansible,Hiroaki Nakamura,2013-08-24 15:49:15+00:00,"Add a hostname module, which sets system's hostname.",https://github.com/ansible/ansible,13.040383299110198,51,neutral,17.647058823529413
ansible,Rene Moser,2013-09-17 13:05:20+00:00,apt: fixed duplicate fail_json,https://github.com/ansible/ansible,13.040383299110198,367,neutral,10.626702997275205
ansible,Maciej Delmanowski,2013-09-23 10:15:33+00:00,Add Linux Container identification,https://github.com/ansible/ansible,13.040383299110198,24,neutral,4.166666666666666
ansible,Benno Joy,2013-09-25 05:18:43+00:00,Update playbooks2.rst,https://github.com/ansible/ansible,13.040383299110198,23,neutral,8.695652173913043
ansible,Paul Durivage,2013-09-27 20:50:32+00:00,Use set_setting; alleviates pyrax requiring the ~/pyrax.cfg in order to establish identity_type,https://github.com/ansible/ansible,13.040383299110198,63,neutral,6.349206349206349
ansible,Matt Martz,2013-09-30 17:55:13+00:00,Add fileglob Jinja2 filter. Fixes #3563,https://github.com/ansible/ansible,13.040383299110198,1179,neutral,11.11111111111111
ansible,jctanner,2013-10-01 03:24:49+00:00,"Merge pull request #4269 from jphalip/issue-4256

In the script action: Get around a Python bug.",https://github.com/ansible/ansible,13.040383299110198,425,neutral,6.588235294117648
ansible,James Tanner,2013-10-01 20:46:17+00:00,fix docstring indentation on scc modules,https://github.com/ansible/ansible,13.040383299110198,449,neutral,8.463251670378618
ansible,Jonathan Mainguy,2013-10-09 23:57:52+00:00,Added resp= option for svr4pkg to enable the -r option in pkgadd for response files,https://github.com/ansible/ansible,13.040383299110198,61,neutral,14.754098360655735
ansible,Evan Kaufman,2013-11-16 19:23:50+00:00,"Added replace module

Heavily based on existing lineinfile module, but where it literally tests a regexp against
*each individual line* of a file, this replace module is more analogous to common uses of
a `sed` or `perl` match + replacement of all instances of a pattern anywhere in the file.

Was debating adding `all` boolean or `count` numeric options to control how many
replacements to make in the destfile (vs currently replacing all instances)

Noted use of MULTILINE mode in docs, per suggestion from @jarv",https://github.com/ansible/ansible,13.040383299110198,21,neutral,9.523809523809524
ansible,John Barker,2013-11-18 19:02:51+00:00,correct link to developing modules on ansible work's website,https://github.com/ansible/ansible,13.040383299110198,41,neutral,19.51219512195122
ansible,Chris Houseknecht,2014-01-06 22:55:19+00:00,Modified docsite layout to use Google custom search.,https://github.com/ansible/ansible,13.040383299110198,127,neutral,7.086614173228346
ansible,Richard C Isaacson,2014-01-10 03:27:04+00:00,Language cleanup for clarity.,https://github.com/ansible/ansible,13.040383299110198,84,neutral,11.904761904761903
ansible,Richard Isaacson,2014-01-29 19:25:35+00:00,"Merge pull request #5821 from risaacson/issue5781

If a executable is defined but not found the module should fail.",https://github.com/ansible/ansible,13.040383299110198,57,negative,7.017543859649122
ansible,Robin Roth,2014-02-12 16:14:43+00:00,"remove check for version string

this check does not get used anywhere and is not needed as zypper/rpm can handle version information directly",https://github.com/ansible/ansible,13.040383299110198,101,negative,10.891089108910892
ansible,jjshoe,2014-02-24 19:03:01+00:00,Typo/Grammar fix.,https://github.com/ansible/ansible,13.040383299110198,23,neutral,21.73913043478261
ansible,Toshio Kuratomi,2014-03-14 18:55:06+00:00,Require a recent enough version of pycrypto and see that playbook and vault ues it.,https://github.com/ansible/ansible,13.040383299110198,2707,neutral,14.07462135205024
ansible,Pierre-Louis Bonicoli,2014-03-23 02:35:10+00:00,Fix ValueError when selection contains a colon,https://github.com/ansible/ansible,13.040383299110198,78,neutral,23.07692307692308
ansible,Ted Timmons,2014-04-04 15:00:56+00:00,"cloudformation's disable_rollback must be a bool

passing ""yes"" to boto causes severe problems.",https://github.com/ansible/ansible,13.040383299110198,31,negative,32.25806451612903
ansible,Jonathan Davila,2014-04-11 15:14:40+00:00,Added example demonstrating other functionality,https://github.com/ansible/ansible,13.040383299110198,29,neutral,10.344827586206897
ansible,Bill Nottingham,2014-06-16 19:51:25+00:00,"Update tower.rst

Point to current URLs, fix a Ansible/Tower reference.",https://github.com/ansible/ansible,13.040383299110198,23,neutral,13.043478260869565
ansible,Marc Abramowitz,2014-06-28 15:21:15+00:00,CODING_GUIDELINES: Fix typo: / => \,https://github.com/ansible/ansible,13.040383299110198,27,neutral,18.51851851851852
ansible,Tim Rupp,2014-07-04 19:00:15+00:00,"Fix missing msg argument

The following patch adds a missing 'msg=' syntax. An exception is raised
in ansible if this block is reached during the execution of the module

    TypeError: fail_json() takes exactly 1 argument (2 given)

With the 'msg=' added, you get a more informative error. For example

    msg: No settings provided to update_domain().",https://github.com/ansible/ansible,13.040383299110198,548,negative,8.211678832116789
ansible,Trond Hindenes,2014-07-06 17:02:32+00:00,"Added script for configuring winrm for Ansible

The script can be used to set up a windows host with WinRM with the least possible effort.",https://github.com/ansible/ansible,13.040383299110198,38,neutral,5.263157894736842
ansible,Monty Taylor,2014-08-03 00:15:15+00:00,"Split nova floating-ip pool logic

The desires around getting a floating ip associated with a pool and
getting a floating ip not associated with a pool is just different
enough that following it as one set of nested ifs is tricky. Split
the function into two, one for the pool and one for the non-pool logic.",https://github.com/ansible/ansible,13.040383299110198,144,neutral,13.88888888888889
ansible,Greg DeKoenigsberg,2014-08-11 17:25:02+00:00,"Text tweak

A suggestion to smooth out the text -- if you think it's an improvement, happy to make a larger PR with all the instances of this fixed.",https://github.com/ansible/ansible,13.040383299110198,68,positive,2.941176470588235
ansible,Strahinja Kustudic,2014-10-05 17:54:31+00:00,Added an example for paretheses,https://github.com/ansible/ansible,13.040383299110198,30,neutral,20.0
ansible,Chris Meyers,2015-01-16 15:28:34+00:00,add tagless grouping for destinations without any tags,https://github.com/ansible/ansible,13.040383299110198,24,neutral,8.333333333333332
ansible,Joseph Callen,2015-04-17 18:48:57+00:00,Adding a new VMware utilities module,https://github.com/ansible/ansible,13.040383299110198,23,neutral,0.0
ansible,Tom Paine,2015-05-07 11:22:08+00:00,"Update playbooks_tags.rst

highlight the command part of the sentence to clarify use of 'all' tag.",https://github.com/ansible/ansible,13.040383299110198,23,neutral,4.3478260869565215
ansible,Victor Schröder,2015-06-14 20:07:39+00:00,Adds basic configuration to ec2.ini to support ElastiCache Clusters and Nodes,https://github.com/ansible/ansible,13.040383299110198,26,neutral,3.8461538461538463
ansible,nitzmahone,2015-06-24 18:40:59+00:00,added six to install-from-source docs,https://github.com/ansible/ansible,13.040383299110198,123,neutral,17.88617886178862
ansible,Jiri Tyr,2015-07-02 13:37:51+00:00,Adding comment filter,https://github.com/ansible/ansible,13.040383299110198,55,neutral,3.636363636363636
ansible,Indrajit Raychaudhuri,2015-07-19 00:46:26+00:00,Add homebrew to package managers' list,https://github.com/ansible/ansible,13.040383299110198,23,neutral,8.695652173913043
ansible,Yannig Perré,2015-08-05 08:54:24+00:00,"When value does not exist, return default value instead of stopping ansible with an exception.",https://github.com/ansible/ansible,13.040383299110198,34,neutral,17.647058823529413
ansible,Marius Gedminas,2015-08-25 13:07:21+00:00,"Speed up execution

`if method in dir(self):` is very inefficient:

- it must construct a list object listing all the object attributes & methods
- it must then perform a O(N) linear scan of that list

Replace it with the idiomatic `if hasattr(self, method):`, which is a
O(1) expected time hash lookup.

Should fix #11981.",https://github.com/ansible/ansible,13.040383299110198,107,negative,29.906542056074763
ansible,Sandra Wills,2015-08-26 15:51:17+00:00,"ansible-lockdown added, minor editing

added info/link for ansible-lockdown to mailing list section, minor editing
(can't help myself it seems) to the paragraph about subscribing from a non-google account",https://github.com/ansible/ansible,13.040383299110198,45,neutral,4.444444444444445
ansible,chouseknecht,2015-09-30 17:36:17+00:00,"Replace categories with tags.

Also added --ignore-certs option for use with install and search commands. Helpful when
overriding server and server has self signed cert.",https://github.com/ansible/ansible,13.040383299110198,139,neutral,18.705035971223023
ansible,Ryan S. Brown,2015-10-15 17:35:07+00:00,"Document using the `raw` module to install a py2.X and simplejson

In the installation guide, the raw module is mentioned as an option for
installing Python or simplejson on managed nodes that don't have them.
This change adds an example for users that may already be familiar with
using ansible but are checking install docs because they don't know the
requirements for managed nodes, or are using a distribution that doesn't
include Python 2 by default.",https://github.com/ansible/ansible,13.040383299110198,100,neutral,11.0
ansible,Lars Kellogg-Stedman,2015-10-16 15:17:58+00:00,"correct value of remote_user for local connections

When using 'local' connections, privilege escalation would fail if
ansible_ssh_user was in the current context to the same value as
become_user.

This commit ensures that for 'local' connections we reset remote_user to
the local username.

This fixes #12782.",https://github.com/ansible/ansible,13.040383299110198,35,neutral,22.857142857142858
ansible,Matt Davis,2015-11-20 23:22:04+00:00,"Merge pull request #13212 from cchurch/recommended_pywinrm_version

Recommend using pywinrm >= 0.1.1 from PyPI instead of GitHub version.",https://github.com/ansible/ansible,13.040383299110198,316,neutral,12.974683544303796
ansible,Hans-Joachim Kliemeck,2015-12-14 14:04:31+00:00,use default settings from ansible.cfg,https://github.com/ansible/ansible,13.040383299110198,34,neutral,20.588235294117645
ansible,Matt Clay,2015-12-16 09:37:02+00:00,Test for filename option in apt_repository module.,https://github.com/ansible/ansible,13.040383299110198,2535,neutral,14.792899408284024
ansible,Andrew Gaffney,2015-12-21 22:41:52+00:00,"Add 'filtered' stdout callback plugin

This plugin filters output for any task that is 'ok' or 'skipped'.
It works by subclassing the 'default' stdout callback plugin and
overriding certain functions. It will suppress display of the task
banner until there is a 'changed' or 'failed' result or an
unreachable host.",https://github.com/ansible/ansible,13.040383299110198,48,neutral,16.666666666666664
ansible,Tobias Wolf,2016-01-21 16:35:40+00:00,"Avoid recursively checking JSON inventory for Unicode

by moving to en-bloc unicode conversion to act on scripts stdout

Both python-json and simplejson always return unicode strings when using
their loads() method on unicode strings. This is true at least since
2009. This makes checking each substring unnecessary, because we do not
need to recursively check the strings contained in the inventory dict
later one-by-one

This commit makes parsing of large dynamic inventory at least 2 seconds
faster.

cf: https://github.com/towolf/ansible-large-inventory-testcase",https://github.com/ansible/ansible,13.040383299110198,23,neutral,21.73913043478261
ansible,Felix Fontein,2016-02-06 20:19:03+00:00,Allowing multiple tags to be specified in include's tags argument.,https://github.com/ansible/ansible,13.040383299110198,683,neutral,13.177159590043924
ansible,Jason McKerr,2016-02-11 20:51:53+00:00,"Initial checkin of new roadmap file.  Currently encompasses 2.1 roadmap
and some community objectives.",https://github.com/ansible/ansible,13.040383299110198,57,neutral,3.508771929824561
ansible,Evgeni Golov,2016-03-03 22:57:30+00:00,don't escape asterisks in parameter lists,https://github.com/ansible/ansible,13.040383299110198,48,neutral,20.833333333333336
ansible,David Shrewsbury,2016-03-11 13:07:30+00:00,"Set type for OpenStack 'verify' param

The 'verify' param is a bool, so we don't want it to be an assumed
str.",https://github.com/ansible/ansible,13.040383299110198,116,neutral,16.379310344827587
ansible,Rob White,2016-03-26 07:46:50+00:00,Add function to convert CamelCased key names to snake_names,https://github.com/ansible/ansible,13.040383299110198,21,neutral,9.523809523809524
ansible,Nathaniel Case,2016-03-30 21:28:30+00:00,"Override params from environment variables, if set.

Fix a typo while I'm in the area.

Handle having None set in module.params more intelligently",https://github.com/ansible/ansible,13.040383299110198,352,neutral,17.045454545454543
ansible,Adrian Likins,2016-04-03 01:01:13+00:00,"Fix galaxy roles_path cli usage.

If we specify a roles_path from the cli, use a
optparse action callback to make sure the roles_path
is set to a path list.

Fixes #15255",https://github.com/ansible/ansible,13.040383299110198,245,neutral,21.63265306122449
ansible,Rob,2016-04-26 13:17:36+00:00,"Add shared functionality to return list of security group IDs from list of names (#15054)

* Add shared functionality to return list of security group IDs from list of security group names - this functionality can be used by nearly all ec2 modules

* Improved doc string for get_ec2_security_group_ids_from_names function",https://github.com/ansible/ansible,13.040383299110198,54,neutral,7.4074074074074066
ansible,John R Barker,2016-05-03 18:18:48+00:00,"Track build times (#15708)

See if https://buildtimetrend.herokuapp.com/ gives us any extra insights
into how we can speed up builds",https://github.com/ansible/ansible,13.040383299110198,426,neutral,15.727699530516432
ansible,Scott Butler,2016-05-06 17:35:46+00:00,Initial structural development draft of working with networking topic,https://github.com/ansible/ansible,13.040383299110198,56,neutral,3.571428571428571
ansible,Ryan Brown,2016-05-25 22:01:21+00:00,"Merge pull request #15986 from dharmabumstead/devel

Incorporated additional tech review feedback.",https://github.com/ansible/ansible,13.040383299110198,113,neutral,13.274336283185844
